method,dataset,n_clusters,top_k,test_accuracy,confidence,negative_f1,positive_f1,elapsed
MainApproch_PCA,sst2,64,1,0.4323394495412844,0.14796184655810632,0.28364688856729375,0.5299145299145299,0.007517099380493164
MainApproch_PCA,sst2,64,2,0.4208715596330275,0.14796184655810632,0.1455160744500846,0.562012142237641,0.007764101028442383
MainApproch_PCA,sst2,64,4,0.41628440366972475,0.14796184655810632,0.19334389857369255,0.5426774483378257,0.0078067779541015625
MainApproch_PCA,sst2,64,8,0.43004587155963303,0.14796184655810632,0.27866473149492016,0.5289099526066351,0.007687568664550781
MainApproch_PCA,sst2,64,16,0.4231651376146789,0.14796184655810632,0.1342512908777969,0.5674978503869303,0.007954120635986328
MainApproch_PCA,sst2,64,32,0.5091743119266054,0.14796184655810632,0.0,0.6747720364741641,0.008006095886230469
MainApproch_PCA,sst2,128,1,0.43004587155963303,0.15985012604440604,0.297029702970297,0.5207328833172614,0.007997512817382812
MainApproch_PCA,sst2,128,2,0.41743119266055045,0.15985012604440604,0.22560975609756098,0.5330882352941175,0.008457422256469727
MainApproch_PCA,sst2,128,4,0.42201834862385323,0.15985012604440604,0.2432432432432432,0.5324675324675324,0.008575916290283203
MainApproch_PCA,sst2,128,8,0.43463302752293576,0.15985012604440604,0.29871977240398295,0.5264169068203651,0.008325338363647461
MainApproch_PCA,sst2,128,16,0.4415137614678899,0.15985012604440604,0.3356070941336971,0.5182987141444114,0.008520364761352539
MainApproch_PCA,sst2,128,32,0.43577981651376146,0.15985012604440604,0.13074204946996468,0.5823429541595925,0.008732318878173828
MainApproch_PCA,sst2,128,64,0.5091743119266054,0.15985012604440604,0.0,0.6747720364741641,0.00901031494140625
MainApproch_PCA,sst2,256,1,0.43119266055045874,0.16576249757864517,0.27906976744186046,0.5303030303030303,0.008190393447875977
MainApproch_PCA,sst2,256,2,0.41628440366972475,0.16576249757864517,0.22052067381317,0.5334555453712191,0.009102344512939453
MainApproch_PCA,sst2,256,4,0.41857798165137616,0.16576249757864517,0.22358346094946402,0.535288725939505,0.009122133255004883
MainApproch_PCA,sst2,256,8,0.43463302752293576,0.16576249757864517,0.2865412445730825,0.5318138651471984,0.009217262268066406
MainApproch_PCA,sst2,256,16,0.4208715596330275,0.16576249757864517,0.24514200298953664,0.5302325581395348,0.009699344635009766
MainApproch_PCA,sst2,256,32,0.4380733944954128,0.16576249757864517,0.27299703264094954,0.5420560747663552,0.01055002212524414
MainApproch_PCA,sst2,256,64,0.44380733944954126,0.16576249757864517,0.0968342644320298,0.5981772990886496,0.015142202377319336
MainApproch_PCA,sst2,256,128,0.5091743119266054,0.16576249757864517,0.0,0.6747720364741641,0.015828609466552734
MainApproch_PCA,sst2,512,1,0.4369266055045872,0.16759037505032812,0.31136044880785413,0.5237633365664405,0.014105558395385742
MainApproch_PCA,sst2,512,2,0.4323394495412844,0.16759037505032812,0.2918454935622318,0.5263157894736842,0.016261816024780273
MainApproch_PCA,sst2,512,4,0.43119266055045874,0.16759037505032812,0.28939828080229224,0.5258126195028681,0.017753124237060547
MainApproch_PCA,sst2,512,8,0.4334862385321101,0.16759037505032812,0.30422535211267604,0.5222437137330755,0.015172958374023438
MainApproch_PCA,sst2,512,16,0.4426605504587156,0.16759037505032812,0.3588390501319261,0.5070993914807304,0.0181429386138916
MainApproch_PCA,sst2,512,32,0.4415137614678899,0.16759037505032812,0.3319615912208505,0.5201970443349754,0.012458324432373047
MainApproch_PCA,sst2,512,64,0.4461009174311927,0.16759037505032812,0.32447552447552447,0.5306122448979591,0.012853384017944336
MainApproch_PCA,sst2,512,128,0.45756880733944955,0.16759037505032812,0.08863198458574183,0.6138775510204082,0.01314997673034668
MainApproch_PCA,sst2,512,256,0.5091743119266054,0.16759037505032812,0.0,0.6747720364741641,0.013923168182373047
MainApproch_PCA,sst2,1024,1,0.4243119266055046,0.1826194770721884,0.3629441624365482,0.4748953974895398,0.010366439819335938
MainApproch_PCA,sst2,1024,2,0.43119266055045874,0.1826194770721884,0.27906976744186046,0.5303030303030303,0.015630245208740234
MainApproch_PCA,sst2,1024,4,0.43577981651376146,0.1826194770721884,0.30508474576271183,0.5250965250965252,0.015619516372680664
MainApproch_PCA,sst2,1024,8,0.4323394495412844,0.1826194770721884,0.2958748221906116,0.5244956772334295,0.01563549041748047
MainApproch_PCA,sst2,1024,16,0.4380733944954128,0.1826194770721884,0.31179775280898875,0.5251937984496124,0.015816688537597656
MainApproch_PCA,sst2,1024,32,0.43577981651376146,0.1826194770721884,0.3128491620111732,0.5214007782101167,0.015837430953979492
MainApproch_PCA,sst2,1024,64,0.4415137614678899,0.1826194770721884,0.3356070941336971,0.5182987141444114,0.017158031463623047
MainApproch_PCA,sst2,1024,128,0.4461009174311927,0.1826194770721884,0.32447552447552447,0.5306122448979591,0.018585681915283203
MainApproch_PCA,sst2,1024,256,0.44495412844036697,0.1826194770721884,0.10370370370370369,0.5980066445182723,0.0200045108795166
MainApproch_PCA,sst2,1024,512,0.5091743119266054,0.1826194770721884,0.0,0.6747720364741641,0.020750761032104492
LayerWise_4608_PCA,imdb,2,1,0.5084,0.028011204481792715,0.5100462446180831,0.5067426553218817,0.19992494583129883
LayerWise_4608_PCA,imdb,4,1,0.54464,0.11333880840707601,0.5493269992082344,0.5398544866612773,0.20106244087219238
LayerWise_4608_PCA,imdb,4,2,0.52892,0.11333880840707601,0.3404827238617909,0.6336060728618984,0.2066974639892578
LayerWise_4608_PCA,imdb,8,1,0.56052,0.12580157358622873,0.5844396535421158,0.5336785365646619,0.2060086727142334
LayerWise_4608_PCA,imdb,8,2,0.5338,0.12580157358622873,0.3265730629225169,0.643501667023522,0.21546030044555664
LayerWise_4608_PCA,imdb,8,4,0.54644,0.12580157358622873,0.4011618695537365,0.634991147593755,0.2045450210571289
LayerWise_4608_PCA,imdb,16,1,0.55772,0.14054093951612653,0.4901553926315305,0.6094726803941652,0.20482754707336426
LayerWise_4608_PCA,imdb,16,2,0.5474,0.14054093951612653,0.3888078647436936,0.6406453456982246,0.20213866233825684
LayerWise_4608_PCA,imdb,16,4,0.56044,0.14054093951612653,0.4948282995448904,0.6109675363755444,0.2044062614440918
LayerWise_4608_PCA,imdb,16,8,0.56132,0.14054093951612653,0.6157188408844038,0.48898001025115334,0.23211240768432617
LayerWise_4608_PCA,imdb,32,1,0.54788,0.16037318044562718,0.4016094022976336,0.6366879881713864,0.21509313583374023
LayerWise_4608_PCA,imdb,32,2,0.53568,0.16037318044562718,0.2996259201158441,0.6527254233231616,0.21232938766479492
LayerWise_4608_PCA,imdb,32,4,0.54936,0.16037318044562718,0.3976689478186484,0.6400178936605316,0.2078261375427246
LayerWise_4608_PCA,imdb,32,8,0.55144,0.16037318044562718,0.4478581979320531,0.6222970697204446,0.23614287376403809
LayerWise_4608_PCA,imdb,32,16,0.56284,0.16037318044562718,0.5192874422696284,0.599156427654502,0.2087550163269043
LayerWise_4608_PCA,imdb,64,1,0.5474,0.1611749070652545,0.41899871630295255,0.6293202293202294,0.20525693893432617
LayerWise_4608_PCA,imdb,64,2,0.54488,0.1611749070652545,0.36697451874930465,0.644726159995004,0.22890210151672363
LayerWise_4608_PCA,imdb,64,4,0.54584,0.1611749070652545,0.37222160787349334,0.6442313718117441,0.21688342094421387
LayerWise_4608_PCA,imdb,64,8,0.5506,0.1611749070652545,0.41001942971170513,0.6370772361662952,0.2572476863861084
LayerWise_4608_PCA,imdb,64,16,0.56012,0.1611749070652545,0.4927349047465289,0.6117015642103034,0.21959137916564941
LayerWise_4608_PCA,imdb,64,32,0.56372,0.1611749070652545,0.5573996672483059,0.569862365421777,0.2350330352783203
LayerWise_4608_PCA,imdb,128,1,0.53988,0.1593986166600111,0.3551045579413578,0.6423530143332402,0.25469231605529785
LayerWise_4608_PCA,imdb,128,2,0.52784,0.1593986166600111,0.24872708757637474,0.6557396173588429,0.23372554779052734
LayerWise_4608_PCA,imdb,128,4,0.53448,0.1593986166600111,0.3004327963452753,0.6511809135595252,0.2548642158508301
LayerWise_4608_PCA,imdb,128,8,0.5384,0.1593986166600111,0.3139120095124851,0.6522001205545509,0.24009346961975098
LayerWise_4608_PCA,imdb,128,16,0.55192,0.1593986166600111,0.4153444676409186,0.6367704280155643,0.2781524658203125
LayerWise_4608_PCA,imdb,128,32,0.56424,0.1593986166600111,0.534722815409584,0.5902354622733769,0.23726940155029297
LayerWise_4608_PCA,imdb,128,64,0.56456,0.1593986166600111,0.5712147471246257,0.5576954331220543,0.28742027282714844
LayerWise_4608_PCA,imdb,256,1,0.52796,0.16816143040148096,0.41103957678295155,0.606147582017822,0.24998164176940918
LayerWise_4608_PCA,imdb,256,2,0.53884,0.16816143040148096,0.35233975619347224,0.6419454020311189,0.27248644828796387
LayerWise_4608_PCA,imdb,256,4,0.54248,0.16816143040148096,0.3645555555555556,0.6425625,0.3147108554840088
LayerWise_4608_PCA,imdb,256,8,0.53924,0.16816143040148096,0.3433099595234023,0.6451215379401707,0.2984790802001953
LayerWise_4608_PCA,imdb,256,16,0.54492,0.16816143040148096,0.370079176125353,0.6437897241616832,0.2762293815612793
LayerWise_4608_PCA,imdb,256,32,0.55216,0.16816143040148096,0.4207966890843249,0.6349527225301598,0.2771761417388916
LayerWise_4608_PCA,imdb,256,64,0.5594,0.16816143040148096,0.4824507823145234,0.6164292927534214,0.28151679039001465
LayerWise_4608_PCA,imdb,256,128,0.56692,0.16816143040148096,0.5569060773480662,0.5764912966946998,0.30207133293151855
LayerWise_4608_PCA,imdb,512,1,0.4996,0.18602134071187637,0.024180967238689545,0.6635287789133943,0.2528965473175049
LayerWise_4608_PCA,imdb,512,2,0.5,0.18602134071187637,0.0,0.6666666666666666,0.37818026542663574
LayerWise_4608_PCA,imdb,512,4,0.50744,0.18602134071187637,0.0751089079164789,0.6643406204001526,0.34694552421569824
LayerWise_4608_PCA,imdb,512,8,0.53588,0.18602134071187637,0.3258381267793853,0.6461313245295678,0.34700918197631836
LayerWise_4608_PCA,imdb,512,16,0.54052,0.18602134071187637,0.33742862086866243,0.6483176683097083,0.3493201732635498
LayerWise_4608_PCA,imdb,512,32,0.54992,0.18602134071187637,0.40672782874617736,0.6374299155764646,0.3529691696166992
LayerWise_4608_PCA,imdb,512,64,0.56084,0.18602134071187637,0.4960756414375545,0.6108531528018999,0.3584327697753906
LayerWise_4608_PCA,imdb,512,128,0.56488,0.18602134071187637,0.5226434965771458,0.6002498897545201,0.37006139755249023
LayerWise_4608_PCA,imdb,512,256,0.56596,0.18602134071187637,0.5682225140265013,0.5636736499256101,0.3888077735900879
LayerWise_4608_PCA,imdb,1024,1,0.51464,0.21598374941498116,0.32730901430313786,0.6203616794943997,0.2897322177886963
LayerWise_4608_PCA,imdb,1024,2,0.50304,0.21598374941498116,0.1033487297921478,0.6562638335546702,0.463212251663208
LayerWise_4608_PCA,imdb,1024,4,0.51676,0.21598374941498116,0.16400249117708118,0.6601592168556077,0.4647033214569092
LayerWise_4608_PCA,imdb,1024,8,0.52992,0.21598374941498116,0.2718711276332094,0.6529238038984051,0.47794532775878906
LayerWise_4608_PCA,imdb,1024,16,0.53776,0.21598374941498116,0.31450943172381063,0.6513185685836703,0.47426557540893555
LayerWise_4608_PCA,imdb,1024,32,0.54392,0.21598374941498116,0.36287438533750555,0.644841764266135,0.4758281707763672
LayerWise_4608_PCA,imdb,1024,64,0.5508,0.21598374941498116,0.4056943268416596,0.6389531893004115,0.4847855567932129
LayerWise_4608_PCA,imdb,1024,128,0.55872,0.21598374941498116,0.4725568942436412,0.6206849126667584,0.5092368125915527
LayerWise_4608_PCA,imdb,1024,256,0.5588,0.21598374941498116,0.4768544868146462,0.6185502835800248,0.5339183807373047
LayerWise_4608_PCA,imdb,1024,512,0.56544,0.21598374941498116,0.5454773659108025,0.5837228906429611,0.5833892822265625
LayerWise_4608_PCA,sst2,2,1,0.5091743119266054,0.10826556224097353,0.0,0.6747720364741641,0.007321357727050781
LayerWise_4608_PCA,sst2,4,1,0.5091743119266054,0.11945300881196413,0.0,0.6747720364741641,0.0072460174560546875
LayerWise_4608_PCA,sst2,4,2,0.5091743119266054,0.11945300881196413,0.0,0.6747720364741641,0.007185935974121094
LayerWise_4608_PCA,sst2,8,1,0.5091743119266054,0.12229982090856176,0.0,0.6747720364741641,0.0073702335357666016
LayerWise_4608_PCA,sst2,8,2,0.5091743119266054,0.12229982090856176,0.0,0.6747720364741641,0.007294893264770508
LayerWise_4608_PCA,sst2,8,4,0.5091743119266054,0.12229982090856176,0.0,0.6747720364741641,0.007241487503051758
LayerWise_4608_PCA,sst2,16,1,0.48509174311926606,0.1319358644235185,0.17614678899082567,0.6255212677231026,0.007138252258300781
LayerWise_4608_PCA,sst2,16,2,0.5,0.1319358644235185,0.12096774193548387,0.6506410256410257,0.007326364517211914
LayerWise_4608_PCA,sst2,16,4,0.5091743119266054,0.1319358644235185,0.0,0.6747720364741641,0.007356405258178711
LayerWise_4608_PCA,sst2,16,8,0.5091743119266054,0.1319358644235185,0.0,0.6747720364741641,0.007414579391479492
LayerWise_4608_PCA,sst2,32,1,0.4873853211009174,0.13031740545575485,0.14857142857142858,0.6333059885151764,0.007400035858154297
LayerWise_4608_PCA,sst2,32,2,0.49655963302752293,0.13031740545575485,0.11313131313131312,0.6485188150520416,0.007460355758666992
LayerWise_4608_PCA,sst2,32,4,0.5,0.13031740545575485,0.102880658436214,0.6534181240063595,0.007428646087646484
LayerWise_4608_PCA,sst2,32,8,0.5091743119266054,0.13031740545575485,0.0,0.6747720364741641,0.007631063461303711
LayerWise_4608_PCA,sst2,32,16,0.5091743119266054,0.13031740545575485,0.0,0.6747720364741641,0.00751948356628418
LayerWise_4608_PCA,sst2,64,1,0.4782110091743119,0.13773605285494334,0.1831238779174147,0.6166807076663858,0.007579803466796875
LayerWise_4608_PCA,sst2,64,2,0.48623853211009177,0.13773605285494334,0.16417910447761194,0.6291390728476821,0.007811546325683594
LayerWise_4608_PCA,sst2,64,4,0.4908256880733945,0.13773605285494334,0.14942528735632182,0.6366612111292963,0.007818222045898438
LayerWise_4608_PCA,sst2,64,8,0.4873853211009174,0.13773605285494334,0.17068645640074212,0.6290456431535271,0.007880210876464844
LayerWise_4608_PCA,sst2,64,16,0.5091743119266054,0.13773605285494334,0.0,0.6747720364741641,0.008056879043579102
LayerWise_4608_PCA,sst2,64,32,0.5091743119266054,0.13773605285494334,0.0,0.6747720364741641,0.00799870491027832
LayerWise_4608_PCA,sst2,128,1,0.4690366972477064,0.14160251996008477,0.2218487394957983,0.5970409051348999,0.0077838897705078125
LayerWise_4608_PCA,sst2,128,2,0.48394495412844035,0.14160251996008477,0.17883211678832114,0.6237458193979933,0.00827169418334961
LayerWise_4608_PCA,sst2,128,4,0.4724770642201835,0.14160251996008477,0.19298245614035084,0.6081771720613288,0.008443117141723633
LayerWise_4608_PCA,sst2,128,8,0.48509174311926606,0.14160251996008477,0.1851179673321234,0.6236378876781223,0.00849461555480957
LayerWise_4608_PCA,sst2,128,16,0.48509174311926606,0.14160251996008477,0.19099099099099098,0.6223717409587889,0.008760213851928711
LayerWise_4608_PCA,sst2,128,32,0.5,0.14160251996008477,0.08786610878661087,0.655608214849921,0.008940696716308594
LayerWise_4608_PCA,sst2,128,64,0.5091743119266054,0.14160251996008477,0.0,0.6747720364741641,0.008892536163330078
LayerWise_4608_PCA,sst2,256,1,0.4415137614678899,0.14768371123265986,0.2869692532942899,0.5409990574929312,0.008349895477294922
LayerWise_4608_PCA,sst2,256,2,0.4827981651376147,0.14768371123265986,0.21291448516579403,0.614859094790777,0.009158849716186523
LayerWise_4608_PCA,sst2,256,4,0.463302752293578,0.14768371123265986,0.22516556291390727,0.5894736842105263,0.009174346923828125
LayerWise_4608_PCA,sst2,256,8,0.4690366972477064,0.14768371123265986,0.2192242833052276,0.5977410947002606,0.009567737579345703
LayerWise_4608_PCA,sst2,256,16,0.4805045871559633,0.14768371123265986,0.20105820105820102,0.6151231945624469,0.009872674942016602
LayerWise_4608_PCA,sst2,256,32,0.48394495412844035,0.14768371123265986,0.18478260869565216,0.6224832214765101,0.010191917419433594
LayerWise_4608_PCA,sst2,256,64,0.5091743119266054,0.14768371123265986,0.0,0.6747720364741641,0.010567665100097656
LayerWise_4608_PCA,sst2,256,128,0.5091743119266054,0.14768371123265986,0.0,0.6747720364741641,0.010782241821289062
LayerWise_4608_PCA,sst2,512,1,0.4334862385321101,0.1527279491847524,0.2861271676300578,0.5304182509505704,0.008811712265014648
LayerWise_4608_PCA,sst2,512,2,0.46674311926605505,0.1527279491847524,0.18848167539267013,0.6029035012809565,0.011829614639282227
LayerWise_4608_PCA,sst2,512,4,0.4541284403669725,0.1527279491847524,0.25157232704402516,0.5703971119133574,0.011842966079711914
LayerWise_4608_PCA,sst2,512,8,0.4701834862385321,0.1527279491847524,0.21959459459459457,0.5989583333333333,0.011897087097167969
LayerWise_4608_PCA,sst2,512,16,0.481651376146789,0.1527279491847524,0.20422535211267603,0.6156462585034013,0.012103796005249023
LayerWise_4608_PCA,sst2,512,32,0.48394495412844035,0.1527279491847524,0.199288256227758,0.6192893401015229,0.012436151504516602
LayerWise_4608_PCA,sst2,512,64,0.4827981651376147,0.1527279491847524,0.19030520646319568,0.620050547598989,0.012996196746826172
LayerWise_4608_PCA,sst2,512,128,0.5091743119266054,0.1527279491847524,0.0,0.6747720364741641,0.013399600982666016
LayerWise_4608_PCA,sst2,512,256,0.5091743119266054,0.1527279491847524,0.0,0.6747720364741641,0.014350175857543945
LayerWise_4608_PCA,sst2,1024,1,0.42660550458715596,0.1660815098566297,0.271137026239067,0.5274102079395084,0.010323762893676758
LayerWise_4608_PCA,sst2,1024,2,0.463302752293578,0.1660815098566297,0.2147651006711409,0.5923344947735192,0.015412092208862305
LayerWise_4608_PCA,sst2,1024,4,0.46215596330275227,0.1660815098566297,0.24719101123595502,0.5816235504014273,0.015418767929077148
LayerWise_4608_PCA,sst2,1024,8,0.46215596330275227,0.1660815098566297,0.24232633279483037,0.5831111111111111,0.01540374755859375
LayerWise_4608_PCA,sst2,1024,16,0.45642201834862384,0.1660815098566297,0.2685185185185185,0.5675182481751825,0.015328407287597656
LayerWise_4608_PCA,sst2,1024,32,0.46559633027522934,0.1660815098566297,0.241042345276873,0.5876106194690266,0.01595473289489746
LayerWise_4608_PCA,sst2,1024,64,0.47591743119266056,0.1660815098566297,0.22146507666098805,0.6050129645635264,0.01739192008972168
LayerWise_4608_PCA,sst2,1024,128,0.48509174311926606,0.1660815098566297,0.19389587073608613,0.6217354675652906,0.018873214721679688
LayerWise_4608_PCA,sst2,1024,256,0.5103211009174312,0.1660815098566297,0.05739514348785872,0.6692486444616575,0.019977092742919922
LayerWise_4608_PCA,sst2,1024,512,0.5091743119266054,0.1660815098566297,0.0,0.6747720364741641,0.02114391326904297
LayerWise_768_PCA,imdb,2,1,0.50472,0.01944194419441944,0.5072821329088739,0.5021310816244472,0.19917869567871094
LayerWise_768_PCA,imdb,4,1,0.53652,0.1129058398685272,0.5416716110913334,0.5312512642097171,0.2012336254119873
LayerWise_768_PCA,imdb,4,2,0.52828,0.1129058398685272,0.33104543649668167,0.6356924407648821,0.20106172561645508
LayerWise_768_PCA,imdb,8,1,0.5694,0.13754944442373584,0.5816330496288523,0.5564300135975936,0.20384001731872559
